name,longitude,latitude
Tijuca,-43.221559079629394,-22.930628344942637
Tijuca,-43.221594239391969,-22.930601286361938
Tijuca,-43.221634145941842,-22.930561547599545
Tijuca,-43.221639584281256,-22.93055582905027
Tijuca,-43.221674373992336,-22.93051964512134
Tijuca,-43.22171828419939,-22.93047950039379
Tijuca,-43.221767544779802,-22.930447632868461
Tijuca,-43.221828281463651,-22.930432961872917
Tijuca,-43.221891084688721,-22.930431768645686
Tijuca,-43.221955048793994,-22.930431221829995
Tijuca,-43.222017474636772,-22.930444021081961
Tijuca,-43.222066688481952,-22.930475366633271
Tijuca,-43.22212061695916,-22.930504235879187
Tijuca,-43.222172324452423,-22.930531455038654
Tijuca,-43.222223729313022,-22.93055939322813
Tijuca,-43.222273712634482,-22.930591740253888
Tijuca,-43.222319647489783,-22.930627923423113
Tijuca,-43.222370016839108,-22.930675537210341
Tijuca,-43.22240699416291,-22.93071830458419
Tijuca,-43.222439833357974,-22.930771680664702
Tijuca,-43.2224668699847,-22.930829236207714
Tijuca,-43.222491904938252,-22.930883158306571
Tijuca,-43.222513728948719,-22.930936411010205
Tijuca,-43.222536618068268,-22.930990669711314
Tijuca,-43.222551308827541,-22.931022891887633
Tijuca,-43.222557376731999,-22.931036055001801
Tijuca,-43.222560598942287,-22.931043224129034
Tijuca,-43.222580221575477,-22.931100878102178
Tijuca,-43.222585611106247,-22.931158552998312
Tijuca,-43.222593679832805,-22.93120514972637
Tijuca,-43.222607804383706,-22.931250731196695
Tijuca,-43.222635735585932,-22.931277051677831
Tijuca,-43.222649653423453,-22.931293823560569
Tijuca,-43.222677413641065,-22.931318425612972
Tijuca,-43.22269726647756,-22.931336077706103
Tijuca,-43.222714674463802,-22.931369323213943
Tijuca,-43.222723901395071,-22.931386946472756
Tijuca,-43.222729514546273,-22.931397664390069
Tijuca,-43.222756186697929,-22.931453139819538
Tijuca,-43.222777999235269,-22.931507476596515
Tijuca,-43.222787003229506,-22.931564649846791
Tijuca,-43.222786895989955,-22.931572865919229
Tijuca,-43.222786661152469,-22.931613230687802
Tijuca,-43.222787981144791,-22.93163907168012
Tijuca,-43.222801685234018,-22.931679681538043
Tijuca,-43.222820513431003,-22.931731095149509
Tijuca,-43.2228279635641,-22.931787708882226
Tijuca,-43.222838889501638,-22.931846980798316
Tijuca,-43.222857073676671,-22.931902992289313
Tijuca,-43.222882890005415,-22.9319568317716
Tijuca,-43.222913364760153,-22.932004854921651
Tijuca,-43.222945058918476,-22.932056501587379
Tijuca,-43.222963519813689,-22.932113690558548
Tijuca,-43.222982351665955,-22.932164832559582
Tijuca,-43.222997235904955,-22.932219633853137
Tijuca,-43.22301455942884,-22.932274280981563
Tijuca,-43.223024678982057,-22.932328126168702
Tijuca,-43.223036225524311,-22.932384605439847
Tijuca,-43.223053704919806,-22.932442324373099
Tijuca,-43.223071416603752,-22.932497067158479
Tijuca,-43.223089059110031,-22.932534831349411
Tijuca,-43.223097310482949,-22.932552532672183
Tijuca,-43.22311122330666,-22.932577161098905
Tijuca,-43.223135046919943,-22.932619329104732
Tijuca,-43.223141335523287,-22.932630507684362
Tijuca,-43.223166921854045,-22.932672153305685
Tijuca,-43.223171885465653,-22.93268024583093
Tijuca,-43.223179690282166,-22.932694872087499
Tijuca,-43.223192347168812,-22.932718583691283
Tijuca,-43.223197963934631,-22.932729031155642
Tijuca,-43.223210919810178,-22.932752113829768
Tijuca,-43.223225501275927,-22.932778104445454
Tijuca,-43.223229666881764,-22.932832333764829
Tijuca,-43.223216546427722,-22.932888897504043
Tijuca,-43.223226355904941,-22.932914202418804
Tijuca,-43.223233741666405,-22.932953386797855
Tijuca,-43.223238654930263,-22.932980352247721
Tijuca,-43.223267225456794,-22.933009931333512
Tijuca,-43.223311717144014,-22.933037341026736
Tijuca,-43.223372098081583,-22.933064836112734
Tijuca,-43.223402795216913,-22.93308838786071
Tijuca,-43.223426927745869,-22.933106990541933
Tijuca,-43.223439958462102,-22.933116978877557
Tijuca,-43.223470280299892,-22.933139263016582
Tijuca,-43.223486987546273,-22.93315164128742
Tijuca,-43.223536396592955,-22.933198158622414
Tijuca,-43.223593056984868,-22.933219473012127
Tijuca,-43.223652162052211,-22.933247587148433
Tijuca,-43.223710104009136,-22.933275416609689
Tijuca,-43.223769827742196,-22.933316090674868
Tijuca,-43.223823561366757,-22.933352452066966
Tijuca,-43.223866409484593,-22.933393749822358
Tijuca,-43.223899827311506,-22.933440359719739
Tijuca,-43.223934705287583,-22.933487256432013
Tijuca,-43.223995337079806,-22.933585283500037
Tijuca,-43.224038878547184,-22.933625865381618
Tijuca,-43.224080594005329,-22.933664170506589
Tijuca,-43.224126233975518,-22.933715612388898
Tijuca,-43.224163885684781,-22.933759019231694
Tijuca,-43.224191906750768,-22.933808458429489
Tijuca,-43.224240357896292,-22.933838800776201
Tijuca,-43.224304242770017,-22.933836896340466
Tijuca,-43.224364209512046,-22.933836484227911
Tijuca,-43.224422496401104,-22.933845264646056
Tijuca,-43.22447903241779,-22.933876148179536
Tijuca,-43.224523901785055,-22.933911959379046
Tijuca,-43.224571860046325,-22.933950152752047
Tijuca,-43.22461611839779,-22.933988035395984
Tijuca,-43.224667626725129,-22.93402310707749
Tijuca,-43.224716241733766,-22.934063292433795
Tijuca,-43.22476278326323,-22.93410553519783
Tijuca,-43.224798676257208,-22.934149373030468
Tijuca,-43.22482808847947,-22.934196660382991
Tijuca,-43.224852306666499,-22.934246147099763
Tijuca,-43.224884270845607,-22.934292109432835
Tijuca,-43.224922380633139,-22.934330372868462
Tijuca,-43.224979962981529,-22.934363346245707
Tijuca,-43.225038418546774,-22.934381609011158
Tijuca,-43.22509544701451,-22.934397147526024
Tijuca,-43.225153844112157,-22.93441243084764
Tijuca,-43.225207460491866,-22.934443009850771
Tijuca,-43.225259487925904,-22.934468154529583
Tijuca,-43.225330696760679,-22.93449541052545
Tijuca,-43.225387450633775,-22.93451708599844
Tijuca,-43.225445379310138,-22.93454590879124
Tijuca,-43.225501876187543,-22.934572367925046
Tijuca,-43.225566586912386,-22.93457453636951
Tijuca,-43.225625121842711,-22.934579255000827
Tijuca,-43.225689532367348,-22.934582051159158
Tijuca,-43.225760195989096,-22.93458383528192
Tijuca,-43.22581994098568,-22.934592900832772
Tijuca,-43.225882292943091,-22.934603983650771
Tijuca,-43.225951152781143,-22.934609538869875
Tijuca,-43.226014879600484,-22.934612418569856
Tijuca,-43.226075254547609,-22.934618060361924
Tijuca,-43.226133466958238,-22.93462512283152
Tijuca,-43.226194320397354,-22.934631492363732
Tijuca,-43.226260666767118,-22.934642800002948
Tijuca,-43.226324943238538,-22.934655889993593
Tijuca,-43.226382649818504,-22.934671798589441
Tijuca,-43.226447369463337,-22.934688232875249
Tijuca,-43.22651572001881,-22.934702903355237
Tijuca,-43.226572088404886,-22.934724303629441
Tijuca,-43.226583700750865,-22.934731115647743
Tijuca,-43.226615957058428,-22.934762179086533
Tijuca,-43.226626542754765,-22.934810249828281
Tijuca,-43.226623960327757,-22.934873795385549
Tijuca,-43.226625300810518,-22.934935578111077
Tijuca,-43.226626622687967,-22.93499122049576
Tijuca,-43.226628215442055,-22.935048582416346
Tijuca,-43.226637983443716,-22.935107117615171
Tijuca,-43.22665757337306,-22.935160075551302
Tijuca,-43.226688825343935,-22.935208466233274
Tijuca,-43.226716039367204,-22.935259883010374
Tijuca,-43.226739335271276,-22.935312791034448
Tijuca,-43.226774024811981,-22.935419105197553
Tijuca,-43.226788202435515,-22.935475885305539
Tijuca,-43.226805026785165,-22.935539105599815
Tijuca,-43.226819134168281,-22.93559380661528
Tijuca,-43.226842722148618,-22.935646717890801
Tijuca,-43.226868253412832,-22.935700192993394
Tijuca,-43.226888188141032,-22.935756585465757
Tijuca,-43.226899250819784,-22.93582055397026
Tijuca,-43.226903653221925,-22.935886706681174
Tijuca,-43.22690009536926,-22.935942745340444
Tijuca,-43.226906192408954,-22.936043593938681
Tijuca,-43.226913293574036,-22.936104718591476
Tijuca,-43.226933491930161,-22.936170866320229
Tijuca,-43.226960594981229,-22.936215779895772
Tijuca,-43.22696498098172,-22.936223595383225
Tijuca,-43.226988615250555,-22.936265490290985
Tijuca,-43.227017283449761,-22.936295158862787
Tijuca,-43.227031134332698,-22.9363095808718
Tijuca,-43.227061244213608,-22.936333578523758
Tijuca,-43.227065392052246,-22.936336875252621
Tijuca,-43.227080252903392,-22.936348780591828
Tijuca,-43.227118855757737,-22.936371698728887
Tijuca,-43.227132013861691,-22.936379520900889
Tijuca,-43.227187737845973,-22.936405518893046
Tijuca,-43.227296187177238,-22.936455675809629
Tijuca,-43.22735150536969,-22.936482843606928
Tijuca,-43.22740716973626,-22.936505951113514
Tijuca,-43.227469586730656,-22.936534641886496
Tijuca,-43.227514139692282,-22.936572165289476
Tijuca,-43.227549878567771,-22.936613291418048
Tijuca,-43.227590975210312,-22.93666179190954
Tijuca,-43.227630315217908,-22.936710635723557
Tijuca,-43.227666646137067,-22.936750866840551
Tijuca,-43.22770609548494,-22.936791220627502
Tijuca,-43.227748642297023,-22.936825830662226
Tijuca,-43.22779125007763,-22.936863332270097
Tijuca,-43.227833756823316,-22.936900831583298
Tijuca,-43.227876343812696,-22.936932552288596
Tijuca,-43.227915866051212,-22.936967219820605
Tijuca,-43.227958525885278,-22.936993251985417
Tijuca,-43.228005401712451,-22.93701725406936
Tijuca,-43.228064736883105,-22.937050517622758
Tijuca,-43.228106482902703,-22.937086833980942
Tijuca,-43.22816236427748,-22.937123309321443
Tijuca,-43.228207617979628,-22.937159664822079
Tijuca,-43.228256297206073,-22.937202561645524
Tijuca,-43.228298043309138,-22.937238879114492
Tijuca,-43.228341153105127,-22.937282706647469
Tijuca,-43.228370901366752,-22.937334331796702
Tijuca,-43.22839411141269,-22.937386334744932
Tijuca,-43.228403790943851,-22.93745173376292
Tijuca,-43.228404567675121,-22.937481903304757
Tijuca,-43.228403941540186,-22.937567505653636
Tijuca,-43.228397182373186,-22.937629830234567
Tijuca,-43.228388400514739,-22.937682923185253
Tijuca,-43.228375763534281,-22.937739852289258
Tijuca,-43.228360187547565,-22.937797926438169
Tijuca,-43.2283467600422,-22.937855661620365
Tijuca,-43.228331989794221,-22.937911756614678
Tijuca,-43.228303074486561,-22.937975910955625
Tijuca,-43.228285139026021,-22.938027995466175
Tijuca,-43.228273343200236,-22.938072837467388
Tijuca,-43.228260355567066,-22.938126783888965
Tijuca,-43.228247794476786,-22.938192927491183
Tijuca,-43.228252154551079,-22.938247520724588
Tijuca,-43.228257288597554,-22.938302482084296
Tijuca,-43.228281958897398,-22.93835477414661
Tijuca,-43.228318313727776,-22.938400693583858
Tijuca,-43.228351340027828,-22.938455153774239
Tijuca,-43.228390791191735,-22.93849541959079
Tijuca,-43.228426414451654,-22.938537718654612
Tijuca,-43.228519632434633,-22.938597095297158
Tijuca,-43.228564887933949,-22.938633451895779
Tijuca,-43.228617302188987,-22.938666636857818
Tijuca,-43.228669448687199,-22.938712822676685
Tijuca,-43.228718128664312,-22.938755809555264
Tijuca,-43.228759789515095,-22.93879862675065
Tijuca,-43.22879093997728,-22.93883997305452
Tijuca,-43.228832539697613,-22.938887395807598
Tijuca,-43.228862049145256,-22.938942450080933
Tijuca,-43.228889325688215,-22.938989080664186
Tijuca,-43.228923703518824,-22.939044821546069
Tijuca,-43.228951155925749,-22.939100575281675
Tijuca,-43.228989095366181,-22.939159696453331
Tijuca,-43.229041283229094,-22.939202631081429
Tijuca,-43.229104397451323,-22.939222842454814
Tijuca,-43.229167550338104,-22.939239891695841
Tijuca,-43.229220166081525,-22.939250232380402
Tijuca,-43.229279939321415,-22.939257402536068
Tijuca,-43.229350227885753,-22.939258186925798
Tijuca,-43.229411385270843,-22.939256429287198
Tijuca,-43.229487702184578,-22.939243464423569
Tijuca,-43.229552218586434,-22.939230819808632
Tijuca,-43.229574822988937,-22.939224570095387
Tijuca,-43.229607702223092,-22.939215453958646
Tijuca,-43.229657103772439,-22.939203001292579
Tijuca,-43.229720639565002,-22.9391906161466
Tijuca,-43.229780442321058,-22.939188032964786
Tijuca,-43.229841766071623,-22.939188355321185
Tijuca,-43.229903194265638,-22.939188228018285
Tijuca,-43.229967379556022,-22.939193458988285
Tijuca,-43.23002804504366,-22.939222040292929
Tijuca,-43.230079086544436,-22.939255841763053
Tijuca,-43.230119328949151,-22.939295302256749
Tijuca,-43.230149533259407,-22.939349369996481
Tijuca,-43.230168755596566,-22.9394082832919
Tijuca,-43.230180644452936,-22.93946873882529
Tijuca,-43.230184211324477,-22.939524406269797
Tijuca,-43.230189916123621,-22.939580549517508
Tijuca,-43.230197001245514,-22.939643027463216
Tijuca,-43.230209773286774,-22.939703133360979
Tijuca,-43.230221273114765,-22.939741008681295
Tijuca,-43.230227815829259,-22.939762754772431
Tijuca,-43.230240383957828,-22.939816084823317
Tijuca,-43.230252680907192,-22.939875009869429
Tijuca,-43.230284667280934,-22.93998707391188
Tijuca,-43.230295682497726,-22.940047249213094
Tijuca,-43.23029895728078,-22.940095149220554
Tijuca,-43.230299690348744,-22.940106534914538
Tijuca,-43.230309772029237,-22.940163448257465
Tijuca,-43.230319498273261,-22.940232820542445
Tijuca,-43.230326169596928,-22.940289694690666
Tijuca,-43.230328367644589,-22.940353024347111
Tijuca,-43.230328439624415,-22.940407478412641
Tijuca,-43.230326896707616,-22.940458664076903
Tijuca,-43.230312879807144,-22.940516844820365
Tijuca,-43.230306414587425,-22.940571680238477
Tijuca,-43.230296617423484,-22.940627738421849
Tijuca,-43.230274657094952,-22.94068944158813
Tijuca,-43.230249285084646,-22.940751107851142
Tijuca,-43.230237939838297,-22.940806338474779
Tijuca,-43.230242638668045,-22.940834654935681
Tijuca,-43.230247802195294,-22.940865146202722
Tijuca,-43.230275286122669,-22.94091105645763
Tijuca,-43.230309803330549,-22.940963547090771
Tijuca,-43.230323161894759,-22.941015893034169
Tijuca,-43.230333110001951,-22.941068109621003
Tijuca,-43.230331628687701,-22.941159570966057
Tijuca,-43.230331287856664,-22.941208242081885
Tijuca,-43.230322954836915,-22.941309200159139
Tijuca,-43.230318523143836,-22.941372633869321
Tijuca,-43.230317880908991,-22.941422024058802
Tijuca,-43.230317717716282,-22.941434574148083
Tijuca,-43.230320560891535,-22.941493303578707
Tijuca,-43.230333667142517,-22.94156515250566
Tijuca,-43.230357400236983,-22.941637119962607
Tijuca,-43.230395342127352,-22.941696149559583
Tijuca,-43.230440469930386,-22.941742346746118
Tijuca,-43.230485728140216,-22.941778612733408
Tijuca,-43.230530597078825,-22.941807288200579
Tijuca,-43.23058081873679,-22.941836745789541
Tijuca,-43.230637954126983,-22.941866912744015
Tijuca,-43.230688144067024,-22.941898717578862
Tijuca,-43.23073621950693,-22.941935827514744
Tijuca,-43.230790334892092,-22.941973275270925
Tijuca,-43.230844982748494,-22.942014791933818
Tijuca,-43.230884209318425,-22.942049906324023
Tijuca,-43.230889510376933,-22.942054661853732
Tijuca,-43.230932297613656,-22.942101013134355
Tijuca,-43.230963388349288,-22.94214696350566
Tijuca,-43.230995239105603,-22.94219455100826
Tijuca,-43.231020632355239,-22.942243778391742
Tijuca,-43.231038559507084,-22.942297346153278
Tijuca,-43.231057460059162,-22.942351017238298
Tijuca,-43.231076231596553,-22.942414710842748
Tijuca,-43.231089895473453,-22.942473652233812
Tijuca,-43.231104346419201,-22.942532149286766
Tijuca,-43.231120081652037,-22.942589396103781
Tijuca,-43.231137619274698,-22.94265027751247
Tijuca,-43.231151022888419,-22.942706777049739
Tijuca,-43.231151411045921,-22.942714457705382
Tijuca,-43.231153813738729,-22.942762165344096
Tijuca,-43.231155739952413,-22.942823774295814
Tijuca,-43.231142853296177,-22.942945271689425
Tijuca,-43.231136350634387,-22.943002902840576
Tijuca,-43.231119441632984,-22.943058613605576
Tijuca,-43.231102091656446,-22.943110706109639
Tijuca,-43.23110479563335,-22.943165190675732
Tijuca,-43.231144488141396,-22.943209520418407
Tijuca,-43.231197046690426,-22.943239275532328
Tijuca,-43.231243607407826,-22.943280431438392
Tijuca,-43.231278584113213,-22.943327599479066
Tijuca,-43.231305733345835,-22.94337675624346
Tijuca,-43.231328066958596,-22.943428840381888
Tijuca,-43.231342067664933,-22.943484446117026
Tijuca,-43.231344741333089,-22.943541365824117
Tijuca,-43.231335289684502,-22.943660825528234
Tijuca,-43.231330608493522,-22.943720913627597
Tijuca,-43.231317167448495,-22.943779823300094
Tijuca,-43.231308775425504,-22.943832829443725
Tijuca,-43.23129752643414,-22.943888150210093
Tijuca,-43.231282810535454,-22.943940091773644
Tijuca,-43.23126799610209,-22.943992123552427
Tijuca,-43.231253235439681,-22.944047315001146
Tijuca,-43.231242029877897,-22.944099387011537
Tijuca,-43.231230557905569,-22.94416436860061
Tijuca,-43.231229857474794,-22.944188201213272
Tijuca,-43.231228809802609,-22.944223769267037
Tijuca,-43.231241670857671,-22.944247030644014
Tijuca,-43.23125548305503,-22.944272108139224
Tijuca,-43.231282396975523,-22.944294443113545
Tijuca,-43.231302569511875,-22.944310291151378
Tijuca,-43.231370299172376,-22.944328113103293
Tijuca,-43.231427461707618,-22.944341303436701
Tijuca,-43.231490229241736,-22.944343266564491
Tijuca,-43.231559185972458,-22.944334281783718
Tijuca,-43.23162605139288,-22.944328526361769
Tijuca,-43.231685953781778,-22.944325942531201
Tijuca,-43.231753004692123,-22.944313595872227
Tijuca,-43.231816317549715,-22.944311051161154
Tijuca,-43.231876177689109,-22.944311718332504
Tijuca,-43.231935981489229,-22.944309133307957
Tijuca,-43.231992290317997,-22.944313012401725
Tijuca,-43.232048500582962,-22.944316889221312
Tijuca,-43.232108318494568,-22.944320807380162
Tijuca,-43.232171505927987,-22.944328013454538
Tijuca,-43.232234789534438,-22.944335310735877
Tijuca,-43.232245497498489,-22.944336694609255
Tijuca,-43.232286380025293,-22.944342025742621
Tijuca,-43.232316331830184,-22.944348229143582
Tijuca,-43.23237482090483,-22.944364323670644
Tijuca,-43.232438941940586,-22.944374700272366
Tijuca,-43.232499272458412,-22.944384222019416
Tijuca,-43.232573980659652,-22.944390295206343
Tijuca,-43.232630604978588,-22.94439227844731
Tijuca,-43.23265797419522,-22.944394569189978
Tijuca,-43.232694597068196,-22.944397595292898
Tijuca,-43.232753558898075,-22.944407373333565
Tijuca,-43.232827496609204,-22.944412713069788
Tijuca,-43.232891488706848,-22.944418030992718
Tijuca,-43.232955422174591,-22.944427864338184
Tijuca,-43.233019297111035,-22.944442302111955
Tijuca,-43.233092585204368,-22.944475085960072
Tijuca,-43.233139197276628,-22.944512267942084
Tijuca,-43.233172420399669,-22.944559417233538
Tijuca,-43.233197791387155,-22.944610450741777
Tijuca,-43.233225823590047,-22.944659346571836
Tijuca,-43.23326228020828,-22.944705175987497
Tijuca,-43.233296081622328,-22.944760277353961
Tijuca,-43.233320214166788,-22.94480163488501
Tijuca,-43.233364039834591,-22.944843209407519
Tijuca,-43.2334127410235,-22.944884841679876
Tijuca,-43.233453731858518,-22.944911938171998
Tijuca,-43.233509921349352,-22.944932341316612
Tijuca,-43.23357223320923,-22.944947031957195
Tijuca,-43.233634384194509,-22.944951426335543
Tijuca,-43.233693307569531,-22.94495659619519
Tijuca,-43.233753577253488,-22.944940833798309
Tijuca,-43.233811356932719,-22.944921519315759
Tijuca,-43.233870170890931,-22.944897521058802
Tijuca,-43.233921930335029,-22.944868837980994
Tijuca,-43.233980227045578,-22.944839685542359
Tijuca,-43.234039003507029,-22.944818667868841
Tijuca,-43.234102624964457,-22.944799960422081
Tijuca,-43.234156773426697,-22.944782412059297
Tijuca,-43.234220582661663,-22.944771833789801
Tijuca,-43.234284176132277,-22.944770284143189
Tijuca,-43.234336498642847,-22.944765719274638
Tijuca,-43.23440503559749,-22.94475898721462
Tijuca,-43.234469087707247,-22.944759700071646
Tijuca,-43.234533237155595,-22.944760413986067
Tijuca,-43.23459231764425,-22.944761071465468
Tijuca,-43.234656369761481,-22.944761784246964
Tijuca,-43.234725394755756,-22.944762552338421
Tijuca,-43.234784474003575,-22.944763209732454
Tijuca,-43.234843651837522,-22.944763868201431
Tijuca,-43.234902829673665,-22.944764526648356
Tijuca,-43.234966823247241,-22.944769753601648
Tijuca,-43.235031016119507,-22.944767217404902
Tijuca,-43.235075351472204,-22.944761839835074
Tijuca,-43.235129119968498,-22.944751060484563
Tijuca,-43.235166017071933,-22.944725643509617
Tijuca,-43.235175008086536,-22.94467138035666
Tijuca,-43.235188821439671,-22.944598657939739
Tijuca,-43.23520486706461,-22.944541853990806
Tijuca,-43.235220963170015,-22.944488662791201
Tijuca,-43.235237059182658,-22.944435381427699
Tijuca,-43.235260759932927,-22.944382274817084
Tijuca,-43.235280703919038,-22.944325514221426
Tijuca,-43.235304408211931,-22.944279541862212
Tijuca,-43.235324263415556,-22.944229913336351
Tijuca,-43.235351862415911,-22.944176761065098
Tijuca,-43.235379462735295,-22.94412369780666
Tijuca,-43.235410823282329,-22.944081332618882
Tijuca,-43.235442157964457,-22.94403354942753
Tijuca,-43.235473421134493,-22.943991183141769
Tijuca,-43.235508629607551,-22.943945338698601
Tijuca,-43.235540130641922,-22.943892228629608
Tijuca,-43.235582990539143,-22.943842857074895
Tijuca,-43.235606809942489,-22.943810612265409
Tijuca,-43.235622191078846,-22.94378992277824
Tijuca,-43.235653502209033,-22.943743944792054
Tijuca,-43.235689992464955,-22.943697030320557
Tijuca,-43.23570624481961,-22.943669306450179
Tijuca,-43.235719904162686,-22.943646069847599
Tijuca,-43.235730848244565,-22.943614223948519
Tijuca,-43.235738549593592,-22.943591734840847
Tijuca,-43.235755916744836,-22.94353828490684
Tijuca,-43.235772309251146,-22.943484826443239
Tijuca,-43.235779705667944,-22.943418083726868
Tijuca,-43.235779830929268,-22.943408421784675
Tijuca,-43.23578032574413,-22.943362553030866
Tijuca,-43.235779591481318,-22.943306555316383
Tijuca,-43.235771394267964,-22.943246862419436
Tijuca,-43.235761864150433,-22.943207384129199
Tijuca,-43.235759086279636,-22.943135831841818
Tijuca,-43.235757752549894,-22.943080731374884
Tijuca,-43.235762114006079,-22.943022625321888
Tijuca,-43.235769183633494,-22.942966261273725
Tijuca,-43.235781809883413,-22.942909781006357
Tijuca,-43.235806570346426,-22.942857588823482
Tijuca,-43.235833102854542,-22.942804062779658
Tijuca,-43.235863882255366,-22.942753924508914
Tijuca,-43.235904015147604,-22.942711927218312
Tijuca,-43.235948760404121,-22.942667364240062
Tijuca,-43.235991178929524,-22.94262195931071
Tijuca,-43.236088586708625,-22.942554230354368
Tijuca,-43.236143104058534,-22.942515644473644
Tijuca,-43.236192565587821,-22.942483503155717
Tijuca,-43.236236362122348,-22.942444527570817
Tijuca,-43.236281623575671,-22.942405476941353
